time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
347600,2023-09-17 14:20:02,54.8406491750396,26.4358790516013,-2.624672,,,478.14839817476,4.265092,2.23694,49.98523782,5336.0237928,18,5,14.883,550.98304617476,70.209976,31.764548,1018.31696172,0,2.23694,-0.894776,88, 17.7, 7.2,0,1,1024,1024,1166,1024,0,0,22,0,78,0,0,58,3.727,3.729,3.724,3.703,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
347700,2023-09-17 14:20:02,54.8406496867644,26.4358821465745,-2.296588,,,478.47648217476,4.265092,2.013246,49.399935964,5336.7127692,18,5,14.883,550.98304617476,70.209976,31.764548,1018.31696172,0,2.013246,-0.671082,88, 14.8, 5.9,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.727,3.729,3.724,3.703,0,0,0,32,478.47648217476,-2.296588,6,P-GPS,
347800,2023-09-17 14:20:02,54.8406496863468,26.4358831433289,-1.968504,,,478.80456617476,3.937008,1.342164,49.196851968,5336.942428,18,5,14.883,550.98304617476,70.209976,31.764548,1018.31696172,0,1.342164,-0.671082,87.8, 12.3, 5.2,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.727,3.729,3.724,3.703,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
347900,2023-09-17 14:20:02,54.8406507709954,26.4358847180807,-1.968504,,,478.80456617476,3.608924,1.1408394,48.97637952,5337.434554,18,5,14.883,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,1.11847,-0.223694,88, 10.3, 4.7,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.727,3.729,3.724,3.703,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348000,2023-09-17 14:20:02,54.8406508319932,26.4358853117581,-1.968504,,,478.80456617476,3.608924,0.9171454,48.86155012,5337.5657876,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,0.894776,0,87.8, 8.8, 4.4,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348100,2023-09-17 14:20:02,54.8406514944229,26.435884263597,-1.968504,,,478.80456617476,3.937008,0.4921268,49.136812596,5337.8938716,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,0.447388,0,87.9, 7.4, 4.4,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348200,2023-09-17 14:20:02,54.8406515905617,26.4358843838008,-2.296588,,,478.47648217476,3.608924,0.3131716,49.121720732,5337.92668,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,0.223694,0,87.7, 5.8, 4.6,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.47648217476,-2.296588,6,P-GPS,
348300,2023-09-17 14:20:02,54.8406520241626,26.4358837723009,-1.968504,,,478.80456617476,3.28084,0.223694,49.287075068,5338.1563388,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,0,0,87.6, 4.6, 4.8,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348400,2023-09-17 14:20:02,54.8406521302967,26.4358836671895,-1.968504,,,478.80456617476,2.952756,0.223694,49.318899216,5338.1891472,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,0,0,87.6, 3.6, 4.9,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348500,2023-09-17 14:20:03,54.8406525579212,26.435882896851,-1.968504,,,478.80456617476,2.952756,0.3131716,49.516405784,5338.418806,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,-0.223694,0,87.7, 3.1, 5,0,1,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.80456617476,-1.968504,6,P-GPS,
348600,2023-09-17 14:20:03,54.8406526691032,26.4358826365383,-2.624672,,,478.14839817476,2.952756,0.4921268,49.579725996,5338.4844228,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0.223694,-0.447388,0.447388,87.7, 2.5, 5.2,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
348700,2023-09-17 14:20:03,54.8406526259051,26.4358814740795,-2.952756,,,477.82031417476,2.624672,0.447388,49.811025216,5338.7140816,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.447388,0.447388,87.6, 1.4, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
348800,2023-09-17 14:20:03,54.8406526859241,26.435881141228,-2.952756,,,477.82031417476,2.624672,0.447388,49.884187948,5338.8125068,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.447388,0.447388,87.5, 0.3, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
348900,2023-09-17 14:20:03,54.8406529852962,26.4358802300443,-3.28084,,,477.49223017476,2.624672,0.447388,50.097770632,5339.0093572,18,5,14.15,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.447388,0.223694,87.5, -0.5, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.551,3.554,3.544,3.501,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349000,2023-09-17 14:20:03,54.8406530351357,26.4358799396361,-3.28084,,,477.49223017476,2.952756,0.447388,50.161418928,5339.074974,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.447388,0,87.4, -0.7, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349100,2023-09-17 14:20:03,54.8406527668867,26.4358789435213,-3.28084,,,477.49223017476,2.624672,0.447388,50.337271952,5339.3046328,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.447388,0,87.4, -0.8, 4.7,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349200,2023-09-17 14:20:03,54.8406527636753,26.4358787307397,-3.28084,,,477.49223017476,2.624672,0.223694,50.380250956,5339.3702496,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.223694,0,87.5, -0.9, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349300,2023-09-17 14:20:03,54.8406526405233,26.4358778503806,-3.28084,,,477.49223017476,2.624672,0.223694,50.546589544,5339.5342916,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.223694,0,87.5, -0.8, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349400,2023-09-17 14:20:03,54.8406526304862,26.4358776880459,-3.28084,,,477.49223017476,2.624672,0.223694,50.578741776,5339.5671,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.223694,-0.223694,87.5, -0.7, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349500,2023-09-17 14:20:04,54.84065248856,26.435877240971,-2.952756,,,477.82031417476,2.624672,0.223694,50.655841516,5339.6983336,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,-0.223694,-0.223694,87.5, -0.9, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
349600,2023-09-17 14:20:04,54.8406524825044,26.4358771380242,-3.28084,,,477.49223017476,2.952756,0.223694,50.676182724,5339.6983336,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,0,0,-0.223694,87.4, -0.8, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.49223017476,-3.28084,6,P-GPS,
349700,2023-09-17 14:20:04,54.8406522577973,26.4358768905948,-2.952756,,,477.82031417476,2.952756,0.223694,50.705054116,5339.7967588,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,0,-0.223694,87.5, -0.8, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
349800,2023-09-17 14:20:04,54.8406522422336,26.4358768519897,-2.952756,,,477.82031417476,3.28084,0.223694,50.711615796,5339.8295672,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,0,-0.223694,87.4, -0.6, 3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
349900,2023-09-17 14:20:04,54.8406520243917,26.435876718501,-2.952756,,,477.82031417476,3.28084,0.223694,50.718177476,5339.895184,18,5,14.811,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,0,0,87.5, -0.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.71,3.708,3.704,3.689,0,0,0,32,477.82031417476,-2.952756,6,P-GPS,
350000,2023-09-17 14:20:04,54.8406520044857,26.4358767471089,-2.624672,,,478.14839817476,2.952756,0.223694,50.71030346,5339.9279924,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,0,0,87.5, -0.7, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350100,2023-09-17 14:20:04,54.8406518118944,26.4358767616137,-2.624672,,,478.14839817476,3.28084,0.223694,50.689634168,5339.9936092,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,0,-0.223694,87.5, -0.2, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350200,2023-09-17 14:20:04,54.8406518081336,26.4358768426621,-2.624672,,,478.14839817476,3.28084,0,50.6725738,5339.9936092,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,-0.223694,87.5, 0.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350300,2023-09-17 14:20:04,54.840651648879,26.4358769601583,-2.624672,,,478.14839817476,3.28084,0,50.633859888,5340.059226,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0.3, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350400,2023-09-17 14:20:04,54.8406516522682,26.4358770471127,-2.624672,,,478.14839817476,3.28084,0,50.61679952,5340.0920344,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350500,2023-09-17 14:20:05,54.8406514589467,26.4358772497633,-2.624672,,,478.14839817476,3.28084,0,50.557416316,5340.1576512,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350600,2023-09-17 14:20:05,54.840651460856,26.4358773609816,-2.624672,,,478.14839817476,3.608924,0,50.535106604,5340.1904596,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0.3, 2,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350700,2023-09-17 14:20:05,54.840651241229,26.4358774832086,-2.624672,,,478.14839817476,3.608924,0,50.490159096,5340.2560764,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0.3, 2,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350800,2023-09-17 14:20:05,54.8406512437702,26.4358775960931,-2.624672,,,478.14839817476,3.608924,0,50.467193216,5340.2888848,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0.2, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
350900,2023-09-17 14:20:05,54.8406510378918,26.435877846364,-2.624672,,,478.14839817476,3.28084,0,50.397639408,5340.38731,18,5,14.771,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.6, 0.2, 1.9,0,0,1024,1024,1024,1037,0,0,0,2,78,0,0,58,3.699,3.698,3.695,3.679,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351000,2023-09-17 14:20:05,54.8406510452336,26.4358779767435,-2.624672,,,478.14839817476,3.28084,0,50.371720772,5340.4201184,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,87.5, 0.3, 1.8,0,0,1024,1024,1024,1285,0,0,0,40,78,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351100,2023-09-17 14:20:05,54.8406509955761,26.4358781807181,-2.624672,,,478.14839817476,3.28084,0.223694,50.325789012,5340.4529268,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,87.6, 0.4, 2.1,0,0,1024,1024,1024,1450,0,0,0,65,78.4,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351200,2023-09-17 14:20:05,54.8406510255085,26.4358783298125,-2.624672,,,478.14839817476,3.28084,0.223694,50.297901872,5340.4857352,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,88.2, 0.5, 2.2,0,0,1024,1024,1024,1464,0,0,0,67,80,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351300,2023-09-17 14:20:05,54.8406509458951,26.4358786771242,-2.624672,,,478.14839817476,3.28084,0.223694,50.220145964,5340.5841604,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,89.8, 0.7, 2.3,0,0,1024,1024,1024,1270,0,0,0,37,82.3,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351400,2023-09-17 14:20:05,54.8406509860327,26.4358788391167,-2.624672,,,478.14839817476,3.28084,0.223694,50.190946488,5340.6169688,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,91.7, 0.9, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,83.5,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351500,2023-09-17 14:20:06,54.840651007983,26.4358791112564,-2.624672,,,478.14839817476,3.28084,0,50.137468796,5340.6825856,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,92.6, 0.7, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,83.5,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351600,2023-09-17 14:20:06,54.8406510540724,26.435879266837,-2.624672,,,478.14839817476,3.28084,0,50.110237824,5340.715394,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,92.8, 0.7, 2.7,0,0,1024,1024,1024,1138,0,0,0,17,83.5,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351700,2023-09-17 14:20:06,54.8406508962441,26.4358794853908,-2.624672,,,478.14839817476,3.28084,0,50.051182704,5340.7810108,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,92.9, 0.4, 2.8,0,0,1024,1024,1024,1356,0,0,0,50,83.6,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351800,2023-09-17 14:20:06,54.8406509232895,26.4358796325958,-2.624672,,,478.14839817476,3.28084,0,50.023623648,5340.8138192,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,93.2, 0.5, 2.6,0,0,1024,1024,1024,1220,0,0,0,30,84.4,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
351900,2023-09-17 14:20:06,54.8406510403826,26.4358798682281,-2.624672,,,478.14839817476,3.28084,0.223694,49.986550156,5340.879436,18,5,14.838,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,94.1, 0.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,85,0,0,58,3.718,3.715,3.712,3.693,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352000,2023-09-17 14:20:06,54.8406510723004,26.4358800167571,-2.624672,,,478.14839817476,3.28084,0,49.959319184,5340.9122444,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,94.4, 0.9, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,85.1,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352100,2023-09-17 14:20:06,54.8406509958781,26.4358802711043,-2.624672,,,478.14839817476,3.28084,0,49.900592148,5340.9778612,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,94.5, 0.9, 2.4,0,0,1024,1024,912,1416,0,0,-17,59,85,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352200,2023-09-17 14:20:06,54.8406510123906,26.4358803949082,-2.624672,,,478.14839817476,3.28084,0,49.8769701,5341.0106696,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,94.5, 0.7, 2.3,0,0,1024,1024,896,1668,0,0,-19,98,86,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352300,2023-09-17 14:20:06,54.8406511192293,26.4358804579706,-2.624672,,,478.14839817476,3.28084,0,49.874017344,5341.043478,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,96.4, 0.4, 2.3,0,0,1024,1024,923,1663,0,0,-15,97,90.6,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352400,2023-09-17 14:20:06,54.8406511476818,26.435880546859,-2.624672,,,478.14839817476,3.28084,0,49.858597396,5341.043478,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,100.9, 0.1, 2.3,0,0,1024,1024,1024,1068,0,0,0,7,95.8,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352500,2023-09-17 14:20:07,54.8406512488813,26.4358806588657,-2.624672,,,478.14839817476,3.28084,0,49.845474036,5341.1090948,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,104.6, 0, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,96.7,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352600,2023-09-17 14:20:07,54.8406512800045,26.4358807358676,-2.624672,,,478.14839817476,3.28084,0,49.83267876,5341.1090948,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,105.6, 0, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352700,2023-09-17 14:20:07,54.8406512505262,26.4358809529039,-2.624672,,,478.14839817476,3.28084,0,49.785762748,5341.1747116,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,105.9, 0.2, 2.2,0,0,1024,1024,1024,1068,0,0,0,7,96.8,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352800,2023-09-17 14:20:07,54.8406512751,26.4358810337291,-2.624672,,,478.14839817476,3.28084,0,49.771655136,5341.1747116,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106, 0.2, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
352900,2023-09-17 14:20:07,54.8406512786938,26.4358809755165,-2.624672,,,478.14839817476,3.28084,0,49.783794244,5341.20752,18,5,14.823,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.1, -0.1, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.714,3.712,3.708,3.689,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353000,2023-09-17 14:20:07,54.8406512934908,26.4358810497513,-2.624672,,,478.14839817476,3.28084,0,49.770014716,5341.20752,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.1, -0.2, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353100,2023-09-17 14:20:07,54.8406512452769,26.4358812304736,-2.624672,,,478.14839817476,3.28084,0,49.729004216,5341.2731368,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.2, 0.2, 2,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353200,2023-09-17 14:20:07,54.8406512483159,26.4358813382702,-2.624672,,,478.14839817476,3.28084,0,49.707350672,5341.2731368,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.3, 0.4, 2,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353300,2023-09-17 14:20:07,54.8406512143357,26.4358815078796,-2.624672,,,478.14839817476,3.28084,0,49.669621012,5341.3059452,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.4, 0.5, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353400,2023-09-17 14:20:07,54.8406512260487,26.4358816205112,-2.624672,,,478.14839817476,3.28084,0,49.647967468,5341.3387536,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.4, 0.5, 1.9,0,1,1024,1024,1024,1024,0,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353500,2023-09-17 14:20:08,54.8406512451227,26.4358815690229,-2.624672,,,478.14839817476,3.28084,0,49.660106576,5341.371562,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.4, 0.6, 2,0,1,1093,1024,1024,1024,10,0,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353600,2023-09-17 14:20:08,54.8406512756055,26.4358816590716,-2.624672,,,478.14839817476,3.28084,0,49.644686628,5341.371562,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.4, 0.5, 2.1,0,1,1301,1035,1024,1024,42,2,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353700,2023-09-17 14:20:08,54.8406513070478,26.4358819046712,-2.624672,,,478.14839817476,3.28084,0,49.597770616,5341.4371788,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.3, 0.2, 2.6,0,1,1473,1050,1024,1024,68,4,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353800,2023-09-17 14:20:08,54.8406513560948,26.4358820102661,-2.624672,,,478.14839817476,3.28084,0,49.581038332,5341.4699872,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0,0,106.1, -2.9, 3.2,0,1,1484,1050,1024,1024,70,4,0,0,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
353900,2023-09-17 14:20:08,54.8406514793025,26.4358821621872,-2.624672,,,478.14839817476,3.28084,0.223694,49.561681376,5341.5027956,18,5,14.819,550.98304617476,70.209976,31.764548,1018.31696172,0,0.223694,0,105.9, -8.6, 3.4,0,1,1500,1035,1024,1063,72,2,0,6,96.8,0,0,58,3.718,3.715,3.706,3.68,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
354000,2023-09-17 14:20:08,54.8406514884133,26.4358825318289,-2.624672,,,478.14839817476,3.28084,0.671082,49.487534392,5341.6012208,18,5,14.821,550.98304617476,70.209976,31.764548,1018.31696172,0,0.671082,0,105.7, -13.3, 3.3,0,1,1501,1029,1024,1138,72,1,0,17,96.8,0,0,58,3.715,3.713,3.706,3.687,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
354100,2023-09-17 14:20:08,54.8406514424417,26.4358830726644,-2.624672,,,478.14839817476,3.608924,1.11847,49.37336116,5341.699646,18,5,14.821,550.98304617476,70.209976,31.764548,1018.31696172,0,1.11847,0,105.6, -16, 3.1,0,1,1501,1028,1024,1179,72,1,0,23,96.8,0,0,58,3.715,3.713,3.706,3.687,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
354200,2023-09-17 14:20:08,54.8406513252222,26.4358841749322,-2.624672,,,478.14839817476,3.937008,1.8119214,49.1387811,5341.9293048,18,5,14.821,550.98304617476,70.209976,31.764548,1018.31696172,-0.223694,1.789552,0,105.7, -17.3, 3.2,0,1,1510,1027,1024,1208,74,0,0,28,97,0,0,58,3.715,3.713,3.706,3.687,0,0,0,32,478.14839817476,-2.624672,6,P-GPS,
