time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-09-17 18:14:14,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,480.77307017476,0.328084,0,0,0,0,0,0,480.77307017476,0,0,0,0,0,0,272, -2.6, -9.9,0,0,1024,1024,1024,1024,0,0,0,0,274.2,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,480.77307017476,0,41,Motors_Started,
100,2023-09-17 18:14:14,0,0,0,,,480.77307017476,0.328084,0,0,0,0,0,0,480.77307017476,0,0,0,0,0,0,271.7, -2.2, -9.5,0,0,1024,1024,1024,1024,0,0,0,0,274.1,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,480.77307017476,0,41,Motors_Started,
200,2023-09-17 18:14:14,0,0,0,,,480.77307017476,0.328084,0,0,0,0,0,0,480.77307017476,0,0,0,0,0,-0.223694,272, -2.1, -7.3,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,480.77307017476,0,41,Motors_Started,
300,2023-09-17 18:14:14,0,0,0,,,480.77307017476,0.328084,0.3131716,0,0,0,0,0,480.77307017476,0,0,0,0.223694,-0.223694,-1.11847,271.1, -2.1, -5.2,0,0,1024,1024,1024,1024,0,0,0,0,273.9,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,480.77307017476,0,41,Motors_Started,
400,2023-09-17 18:14:14,0,0,0.328084,,,481.10115417476,0.328084,0.6263432,0,0,0,0,0,481.10115417476,0.328084,0,0,0.447388,-0.447388,-1.565858,267.1, -4.8, -5.7,0,0,1024,1024,1024,1024,0,0,0,0,273.7,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.10115417476,0.328084,41,Motors_Started,
500,2023-09-17 18:14:15,0,0,0.656168,,,481.42923817476,0.328084,0.447388,0,0,0,0,0,481.42923817476,0.656168,0,0,0.447388,0,-1.565858,269.6, -5.1, -5,0,0,1024,1024,1024,1024,0,0,0,0,273.5,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.42923817476,0.656168,41,Motors_Started,
600,2023-09-17 18:14:15,0,0,0.656168,,,481.42923817476,0.328084,0.447388,0,0,0,0,0,481.42923817476,0.656168,0,0,0.447388,0,-1.342164,275.9, -6, -7.6,0,0,1024,1024,1024,1024,0,0,0,0,273.4,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.42923817476,0.656168,41,Motors_Started,
700,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0.3131716,0,0,0,0,0,481.75732217476,0.984252,0,0,0.223694,0.223694,-0.671082,286.6, -7.6, -13.2,0,0,1024,1024,1024,1024,0,0,0,0,273.8,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,41,Motors_Started,"Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 46. Setting new Maximum Flight Altitude to 30m (98 ft)"
800,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0.3131716,0,0,0,0,0,481.75732217476,0.984252,0,0,0.223694,0.223694,-0.223694,295.2, -6.6, -16.7,0,0,1024,1024,1024,1024,0,0,0,0,275.6,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,41,Motors_Started,
900,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0.3131716,0,0,0,0,0,481.75732217476,0.984252,0,0,0.223694,0.223694,0,298.8, -5.8, -15.6,0,0,1024,1024,1024,1024,0,0,0,0,278.4,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,41,Motors_Started,
1000,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0.3131716,0,0,0,0,15.841,481.75732217476,0.984252,0,0,0.223694,0.223694,0,298.7, -6.4, -12.7,0,0,1024,1024,1024,1024,0,0,0,0,281.3,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,41,Motors_Started,
1100,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0.3131716,0,0,0,0,15.841,481.75732217476,0.984252,0,0,0.223694,0.223694,0,298.6, -6.5, -10.5,0,0,1024,1024,1024,1024,0,0,0,0,283.5,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,41,Motors_Started,
1200,2023-09-17 18:14:15,0,0,0.984252,,,481.75732217476,0.328084,0,0,0,0,0,15.841,481.75732217476,0.984252,0,0,0,0,0,299.1, -6, -10.1,0,0,1024,1024,1024,1024,0,0,0,0,285.3,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,481.75732217476,0.984252,11,AutoTakeoff,
1300,2023-09-17 18:14:15,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,298.7, -5.6, -9.3,0,0,1024,1024,1024,1024,0,0,0,0,286.7,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1400,2023-09-17 18:14:15,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,297.5, -4.6, -7.4,0,0,1024,1024,1024,1024,0,0,0,0,287.8,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1500,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,296.5, -3.4, -6,0,0,1024,1024,1024,1024,0,0,0,0,288.5,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1600,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,297.1, -1.8, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,289.1,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1700,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,297.8, -1, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,289.7,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1800,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,298.5, -1.1, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,290.4,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
1900,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.841,482.08540617476,1.312336,0,0,0,0,0,299, -1.2, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,291,0,0,83,3.955,3.963,3.962,3.961,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2000,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,0,299.2, -1.1, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,291.6,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2100,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,0,299.2, 0, 0,0,0,1024,1024,1024,1024,0,0,0,0,292.2,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2200,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,0,299.3, 0.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,292.6,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2300,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,0,299.3, 0.5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,293.1,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2400,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.328084,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,-0.223694,299.2, 0.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,293.4,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2500,2023-09-17 18:14:16,0,0,1.312336,,,482.08540617476,0.656168,0,0,0,0,0,15.725,482.08540617476,1.312336,0,0,0,0,-0.447388,299.1, 0.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,293.7,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.08540617476,1.312336,11,AutoTakeoff,
2600,2023-09-17 18:14:17,0,0,1.64042,,,482.41349017476,0.656168,0,0,0,0,0,15.725,482.41349017476,1.64042,0,0,0,0,-0.671082,298.9, 0.8, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,294,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.41349017476,1.64042,11,AutoTakeoff,
2700,2023-09-17 18:14:17,0,0,1.64042,,,482.41349017476,0.984252,0,0,0,0,0,15.725,482.41349017476,1.64042,0,0,0,0,-0.894776,298.9, 0.7, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,294.2,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.41349017476,1.64042,11,AutoTakeoff,
2800,2023-09-17 18:14:17,0,0,1.968504,,,482.74157417476,4.593176,0,0,0,0,0,15.725,482.74157417476,1.968504,0,0,0,0,-0.894776,298.8, 0.7, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.74157417476,1.968504,11,AutoTakeoff,
2900,2023-09-17 18:14:17,0,0,1.968504,,,482.74157417476,4.92126,0,0,0,0,0,15.725,482.74157417476,1.968504,0,0,0,0,-0.894776,298.8, 0.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
3000,2023-09-17 18:14:17,0,0,1.968504,,,482.74157417476,4.92126,0,0,0,0,0,15.725,482.74157417476,1.968504,0,0,0,0,-0.671082,299, 0.6, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.935,3.939,3.931,3.92,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
3100,2023-09-17 18:14:17,0,0,2.296588,,,483.06965817476,4.92126,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,-0.447388,299, 0.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3200,2023-09-17 18:14:17,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,-0.223694,299, 0.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3300,2023-09-17 18:14:17,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,299, 0.6, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3400,2023-09-17 18:14:17,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,299, 0.6, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3500,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,298.9, 0.7, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3600,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,298.9, 0.6, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3700,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,298.9, 0.6, 0.1,0,0,1361,1024,1024,1024,51,0,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3800,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,298.9, 0.7, 0.1,0,0,1684,939,1024,1024,100,-13,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
3900,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,0,0,299, -3.6, 0.3,0,0,1684,893,1024,1024,100,-20,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4000,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0.223694,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0,-0.223694,0,298.9, -8.2, 0.2,0,0,1684,893,1024,1024,100,-20,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4100,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,0.4921268,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0.223694,-0.447388,0,298.9, -10.7, -0.1,0,0,1684,893,1024,1024,100,-20,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4200,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,1.006623,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0.447388,-0.894776,0,298.9, -11.7, -0.2,0,0,1684,892,1024,1024,100,-20,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4300,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,1.4987498,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0.671082,-1.342164,0,298.9, -11.8, -0.3,0,0,1684,893,1024,1024,100,-20,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4400,2023-09-17 18:14:18,0,0,2.296588,,,483.06965817476,5.249344,1.8119214,0,0,0,0,15.381,483.06965817476,2.296588,0,0,0.894776,-1.565858,0,299, -11.7, -0.2,0,0,1684,874,1024,1024,100,-23,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4500,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,2.3040482,0,0,0,0,15.381,483.06965817476,2.296588,0,0,1.11847,-2.013246,0,299, -11.4, -0.2,0,0,1684,855,1024,1024,100,-26,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4600,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,2.796175,0,0,0,0,15.381,483.06965817476,2.296588,0,0,1.342164,-2.460634,0,298.9, -11.5, -0.1,0,0,1684,819,1024,1024,100,-31,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4700,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,3.3106712,0,0,0,0,15.381,483.06965817476,2.296588,0,0,1.565858,-2.908022,0,299.1, -11.3, -0.2,0,0,1684,819,1024,1024,100,-31,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4800,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,3.802798,0,0,0,0,15.381,483.06965817476,2.296588,0,0,1.789552,-3.35541,0,299.2, -10.9, 0,0,0,1684,825,1024,1024,100,-30,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
4900,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,4.0041226,0,0,0,0,15.381,483.06965817476,2.296588,0,0,1.789552,-3.579104,0,299.1, -10.6, -0.5,0,0,1684,825,1024,1024,100,-30,0,0,294.4,0,0,83,3.824,3.837,3.842,3.878,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5000,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,5.249344,4.4962494,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.013246,-4.026492,0,299.2, -10.7, -1.1,0,0,1684,825,1024,1024,100,-30,0,0,294.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5100,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,4.92126,4.809421,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.23694,-4.250186,0,299.2, -10.6, -1.4,0,0,1684,823,1024,1024,100,-30,0,0,294.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5200,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,4.92126,5.3015478,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.460634,-4.697574,0,299.2, -10.6, -1.5,0,0,1684,785,1024,1024,100,-36,0,0,294.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5300,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,4.92126,5.5028724,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.460634,-4.921268,0,299, -10.8, -2,0,0,1684,775,1024,1024,100,-38,0,0,294.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5400,2023-09-17 18:14:19,0,0,2.296588,,,483.06965817476,4.92126,5.9949992,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.684328,-5.368656,0,299, -10.5, -2.9,0,0,1684,787,1024,1290,100,-36,0,40,294.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5500,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,4.92126,6.1963238,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.684328,-5.59235,0,299.1, -10.7, -2.8,0,0,1684,793,1024,1672,100,-35,0,98,294.9,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5600,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,4.92126,6.1963238,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.684328,-6.039738,0,300.2, -10.8, -2,0,0,1684,794,1024,1684,100,-35,0,100,298.6,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5700,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.249344,6.9121446,0,0,0,0,15.343,483.06965817476,2.296588,0,0,2.908022,-6.263432,0,304.3, -11, -2.4,0,0,1684,785,1024,1684,100,-36,0,100,304.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5800,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.577428,7.4042714,0,0,0,0,15.343,483.06965817476,2.296588,0,0,3.131716,-6.71082,0,309.4, -10.8, -2.9,0,0,1684,783,1024,1684,100,-37,0,100,310.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
5900,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.577428,7.4042714,0,0,0,0,15.343,483.06965817476,2.296588,0,0,3.131716,-6.934514,0,315, -10.5, -3,0,0,1684,782,1024,1684,100,-37,0,100,316.4,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6000,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.577428,7.8963982,0,0,0,0,15.343,483.06965817476,2.296588,0,0,3.35541,-7.158208,0,320.9, -10.7, -2.6,0,0,1684,772,1024,1472,100,-38,0,68,322.1,0,0,83,3.828,3.84,3.839,3.836,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6100,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.905512,8.2095698,0,0,0,0,15.285,483.06965817476,2.296588,0,0,3.579104,-7.381902,0,325.9, -11.1, -1.9,0,0,1684,766,1024,1639,100,-39,0,93,325.5,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6200,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.905512,8.612219,0,0,0,0,15.285,483.06965817476,2.296588,0,0,4.026492,-7.605596,0,329.7, -11.3, -1.5,0,0,1684,745,1024,1087,100,-42,0,10,329.5,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6300,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.905512,8.7016966,0,0,0,0,15.285,483.06965817476,2.296588,0,0,4.250186,-7.605596,0,334, -11.2, -1.8,0,0,1684,743,1024,1024,100,-43,0,0,332,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6400,2023-09-17 18:14:20,0,0,2.296588,,,483.06965817476,5.905512,9.0148682,0,0,0,0,15.285,483.06965817476,2.296588,0,0,4.47388,-7.82929,0,335.5, -11.3, -1.1,0,0,1684,735,1024,1024,100,-44,0,0,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6500,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,5.905512,9.2385622,0,0,0,0,15.285,483.06965817476,2.296588,0,0,4.921268,-7.82929,0,336, -10.9, -1.2,0,0,1684,738,1024,1024,100,-43,0,0,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6600,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.233596,9.3727786,0,0,0,0,15.285,483.06965817476,2.296588,0,0,5.144962,-7.82929,0,336.2, -10.5, -1.2,0,0,1684,738,1024,1024,100,-43,0,0,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6700,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.233596,9.7977972,0,0,0,0,15.285,483.06965817476,2.296588,0,0,5.59235,-8.052984,0,336.3, -10.4, -1,0,0,1657,726,1024,1024,96,-45,0,0,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6800,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.233596,9.9320136,0,0,0,0,15.285,483.06965817476,2.296588,0,0,5.816044,-8.052984,0,336.3, -10.6, -0.8,0,0,1565,743,1024,976,82,-43,0,-7,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
6900,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.233596,10.06623,0,0,0,0,15.285,483.06965817476,2.296588,0,0,6.039738,-8.052984,0,336.4, -10.3, -0.6,0,0,1556,804,1024,563,81,-33,0,-70,332.1,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7000,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.56168,10.3346628,0,0,0,0,15.285,483.06965817476,2.296588,0,0,6.487126,-8.052984,0,336.3, -9.9, -0.6,0,0,1570,807,1024,364,83,-33,0,-100,330.6,0,0,83,3.813,3.825,3.823,3.824,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7100,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.56168,10.6478344,0,0,0,0,15.305,483.06965817476,2.296588,0,0,6.71082,-8.276678,0,333.8, -9.4, 0.3,0,0,1585,791,1024,365,85,-35,0,-100,325.4,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7200,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.889764,10.8044202,0,0,0,0,15.305,483.06965817476,2.296588,0,0,6.934514,-8.276678,0,329, -9, 0.9,0,0,1599,786,1024,365,87,-36,0,-100,319.5,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7300,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,6.889764,10.9386366,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.158208,-8.276678,0,323.6, -8.2, 0.3,0,0,1610,783,1024,365,89,-37,0,-100,313.5,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7400,2023-09-17 18:14:21,0,0,2.296588,,,483.06965817476,7.217848,11.0952224,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.381902,-8.276678,0,317.9, -7.6, -0.3,0,0,1620,783,1024,365,90,-37,0,-100,307.5,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7500,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,11.2294388,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.605596,-8.276678,0,312.1, -7.5, -1.3,0,0,1632,782,1024,365,92,-37,0,-100,301.5,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7600,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,11.408394,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.605596,-8.500372,0,306.2, -8, -2,0,0,1633,780,1024,365,92,-37,0,-100,295.6,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
